reputation_change_year,reputation_change_quarter,reputation_change_month,reputation_change_week,reputation_change_day,badge_bronze,badge_silver,badge_gold,account_age_days,expertise_level
90,90,90,30,0,27,35,2,5765,Expert
30,30,30,10,0,51,47,11,5983,Expert
60,60,60,10,0,434,234,67,5170,Expert
30,30,30,10,0,173,104,40,5339,Expert
40,40,40,10,0,64,43,3,4288,Expert
40,40,40,0,0,58,50,13,6022,Expert
20,20,20,0,0,101,67,19,5384,Expert
50,50,50,20,0,74,32,5,3498,Expert
20,20,20,0,0,52,27,5,3940,Expert
10,10,10,0,0,99,57,7,4851,Expert
60,60,60,0,0,137,98,24,5976,Expert
180,180,180,20,0,189,135,15,5799,Expert
30,30,30,10,0,58,58,16,5688,Expert
0,0,0,0,0,303,206,81,5646,Expert
0,0,0,0,0,158,101,20,5674,Expert
30,30,30,10,0,180,135,58,5288,Expert
40,40,40,0,0,117,70,22,5099,Expert
0,0,0,0,0,78,83,5,5383,Expert
20,20,20,0,0,144,52,8,4823,Expert
20,20,20,0,0,50,36,7,5983,Expert
30,30,30,0,0,268,131,7,4790,Expert
70,70,70,0,0,139,91,30,5477,Expert
40,40,40,0,0,61,72,7,4658,Expert
8,8,8,0,0,78,51,6,5935,Expert
0,0,0,0,0,118,82,13,4728,Expert
60,60,60,0,0,326,156,37,4837,Expert
10,10,10,0,0,90,62,4,5522,Expert
20,20,20,0,0,91,55,4,4458,Expert
10,10,10,0,0,103,88,14,5074,Expert
58,58,58,0,0,150,91,21,5690,Expert
90,90,90,10,0,107,94,10,4498,Expert
20,20,20,10,0,64,74,3,4787,Expert
20,20,20,0,0,101,90,29,5843,Expert
115,115,115,15,0,97,74,6,4715,Expert
28,28,28,10,0,93,85,10,4427,Expert
60,60,60,0,0,125,81,27,3727,Expert
30,30,30,0,0,70,51,6,3880,Expert
31,31,31,0,0,477,274,86,4633,Expert
0,0,0,0,0,88,52,4,5984,Expert
20,20,20,10,0,113,80,9,5072,Expert
50,50,50,0,0,42,27,3,4661,Expert
0,0,0,0,0,113,85,8,4575,Expert
20,20,20,10,0,65,56,3,6008,Expert
30,30,30,0,0,284,172,53,4702,Expert
50,50,50,10,0,225,125,39,5312,Expert
0,0,0,0,0,133,83,13,5233,Expert
30,30,30,0,0,61,71,8,6024,Expert
100,100,100,20,0,103,89,22,5680,Expert
26,26,26,6,0,262,122,26,3951,Expert
40,40,40,0,0,51,35,2,5827,Expert
40,40,40,0,0,94,78,15,5714,Expert
60,60,60,10,0,114,84,9,4398,Expert
10,10,10,0,0,51,34,3,3036,Expert
10,10,10,0,0,210,132,34,4683,Expert
60,60,60,0,0,91,56,3,4521,Expert
0,0,0,0,0,113,78,8,4877,Expert
30,30,30,10,0,47,33,3,4820,Expert
30,30,30,0,0,113,81,11,4274,Expert
30,30,30,0,0,137,92,24,5240,Expert
20,20,20,0,0,96,75,19,5780,Expert
122,122,122,0,0,246,129,22,4955,Expert
140,140,140,30,0,65,45,4,3099,Expert
10,10,10,0,0,74,59,12,5149,Expert
20,20,20,0,0,147,99,11,3974,Expert
10,10,10,0,0,119,84,17,5420,Expert
30,30,30,0,0,152,98,20,5895,Expert
50,50,50,0,0,67,54,5,5732,Expert
20,20,20,0,0,144,108,32,5926,Expert
50,50,50,0,0,132,102,18,4327,Expert
18,18,18,0,0,30,31,4,5674,Expert
30,30,30,10,0,108,72,12,5506,Expert
0,0,0,0,0,41,36,2,5665,Expert
20,20,20,10,0,172,85,25,4919,Expert
10,10,10,0,0,119,86,21,5071,Expert
20,20,20,20,0,63,55,5,5982,Expert
0,0,0,0,0,57,36,3,3811,Expert
20,20,20,0,0,105,75,7,4732,Expert
0,0,0,0,0,44,44,4,5433,Expert
0,0,0,0,0,110,80,9,5983,Expert
30,30,30,10,0,101,74,4,5820,Expert
20,20,20,0,0,103,60,5,4519,Expert
20,20,20,10,0,162,79,9,5951,Expert
10,10,10,0,0,289,171,51,3908,Expert
0,0,0,0,0,121,69,15,5345,Expert
50,50,50,0,0,46,36,3,5984,Expert
10,10,10,0,0,176,99,23,4893,Expert
10,10,10,10,0,14,21,1,5630,Beginner
10,10,10,0,0,28,33,1,5611,Beginner
0,0,0,0,0,22,20,0,5029,Beginner
30,30,30,0,0,6,16,2,5026,Beginner
0,0,0,0,0,48,35,3,4941,Beginner
20,20,20,0,0,28,20,3,4146,Beginner
20,20,20,0,0,36,31,1,4048,Beginner
0,0,0,0,0,21,14,1,3879,Beginner
8,8,8,0,0,36,25,3,3826,Beginner
0,0,0,0,0,122,76,28,3657,Beginner
0,0,0,0,0,17,14,1,3507,Beginner
0,0,0,0,0,69,41,11,3383,Beginner
0,0,0,0,0,31,20,1,2221,Beginner
20,20,20,0,0,36,8,1,1408,Beginner
10,10,10,0,0,16,22,1,5984,Beginner
10,10,10,0,0,30,30,2,5854,Beginner
0,0,0,0,0,20,23,2,5794,Beginner
0,0,0,0,0,30,25,1,5714,Beginner
10,10,10,10,0,62,47,7,5644,Beginner
0,0,0,0,0,36,37,7,5293,Beginner
0,0,0,0,0,24,24,1,5193,Beginner
0,0,0,0,0,18,26,1,5101,Beginner
0,0,0,0,0,37,21,2,5038,Beginner
14,14,14,0,0,21,25,3,5024,Beginner
2,2,2,0,0,81,38,7,5001,Beginner
0,0,0,0,0,42,34,4,4934,Beginner
0,0,0,0,0,46,33,1,4843,Beginner
10,10,10,0,0,37,33,5,4818,Beginner
10,10,10,0,0,72,52,8,4729,Beginner
0,0,0,0,0,65,40,4,4697,Beginner
18,18,18,0,0,102,58,10,4540,Beginner
0,0,0,0,0,25,24,3,5402,Beginner
10,10,10,0,0,20,22,5,4322,Beginner
0,0,0,0,0,50,30,4,4134,Beginner
0,0,0,0,0,45,24,4,3972,Beginner
0,0,0,0,0,32,23,1,3728,Beginner
10,10,10,0,0,34,29,0,5911,Beginner
0,0,0,0,0,38,31,1,5688,Beginner
0,0,0,0,0,18,23,1,5474,Beginner
10,10,10,0,0,23,24,5,5357,Beginner
40,40,40,0,0,37,33,3,5142,Beginner
0,0,0,0,0,15,19,3,5067,Beginner
0,0,0,0,0,28,24,0,5094,Beginner
20,20,20,0,0,81,42,10,4953,Beginner
8,8,8,0,0,61,40,8,4685,Beginner
0,0,0,0,0,45,41,2,4644,Beginner
0,0,0,0,0,17,14,1,4604,Beginner
0,0,0,0,0,29,20,1,4542,Beginner
0,0,0,0,0,14,27,1,4527,Beginner
0,0,0,0,0,48,31,7,4485,Beginner
10,10,10,10,0,18,22,1,4444,Beginner
0,0,0,0,0,33,22,3,3777,Beginner
20,20,20,10,0,39,20,3,2564,Beginner
0,0,0,0,0,31,22,0,5915,Beginner
10,10,10,0,0,62,48,12,5827,Beginner
0,0,0,0,0,32,28,2,5756,Beginner
0,0,0,0,0,19,26,1,5706,Beginner
10,10,10,0,0,29,24,3,5597,Beginner
0,0,0,0,0,21,22,2,5476,Beginner
0,0,0,0,0,27,23,2,5273,Beginner
20,20,20,10,0,48,36,7,5219,Beginner
18,18,18,0,0,64,43,7,5201,Beginner
0,0,0,0,0,30,25,1,4974,Beginner
10,10,10,0,0,3,16,1,4960,Beginner
10,10,10,0,0,103,59,8,4875,Beginner
0,0,0,0,0,44,23,1,4636,Beginner
0,0,0,0,0,26,24,2,4621,Beginner
20,20,20,0,0,24,25,2,4515,Beginner
0,0,0,0,0,24,19,3,4287,Beginner
0,0,0,0,0,47,25,2,4270,Beginner
0,0,0,0,0,52,33,1,4034,Beginner
0,0,0,0,0,34,28,2,4015,Beginner
0,0,0,0,0,62,36,4,3845,Beginner
20,20,20,0,0,23,22,2,3740,Beginner
20,20,20,10,0,30,25,1,3687,Beginner
10,10,10,0,0,29,18,1,3617,Beginner
50,50,50,0,0,45,32,2,3571,Beginner
0,0,0,0,0,23,15,2,2997,Beginner
8,8,8,0,0,60,29,6,2947,Beginner
10,10,10,0,0,11,5,0,1653,Beginner
0,0,0,0,0,25,28,5,5847,Beginner
10,10,10,0,0,16,24,2,5816,Beginner
0,0,0,0,0,35,32,5,5322,Beginner
0,0,0,0,0,26,28,1,5276,Beginner
10,10,10,0,0,27,27,1,5226,Beginner
0,0,0,0,0,22,23,0,5160,Beginner
0,0,0,0,0,63,38,3,5093,Beginner
10,10,10,0,0,19,22,2,5018,Beginner
10,10,10,0,0,50,35,4,4789,Beginner
10,10,10,0,0,20,21,1,4611,Beginner
0,0,0,0,0,74,45,11,4601,Beginner
0,0,0,0,0,32,24,1,4492,Beginner
0,0,0,0,0,57,30,3,4475,Beginner
0,0,0,0,0,36,30,1,4435,Beginner
0,0,0,0,0,114,65,10,4672,Advanced
10,10,10,0,0,53,33,5,4655,Advanced
0,0,0,0,0,25,27,3,4589,Advanced
40,40,40,0,0,39,26,2,2479,Advanced
10,10,10,0,0,18,19,4,4119,Advanced
0,0,0,0,0,181,98,23,3856,Advanced
10,10,10,0,0,38,27,3,3400,Advanced
30,30,30,0,0,38,48,5,5792,Advanced
10,10,10,0,0,17,24,2,5187,Advanced
10,10,10,10,0,40,37,7,4685,Advanced
20,20,20,0,0,47,31,6,3576,Advanced
38,38,38,0,0,253,123,34,3132,Advanced
0,0,0,0,0,58,44,8,5723,Advanced
0,0,0,0,0,115,85,15,5680,Advanced
0,0,0,0,0,37,35,1,5547,Advanced
30,30,30,0,0,99,76,9,4877,Advanced
30,30,30,10,0,242,115,32,4332,Advanced
90,90,90,10,0,47,29,3,3264,Advanced
10,10,10,0,0,27,29,5,5998,Advanced
30,30,30,0,0,85,47,12,4251,Advanced
21,21,21,10,0,56,42,4,4092,Advanced
0,0,0,0,0,42,36,1,5810,Advanced
0,0,0,0,0,44,33,2,5731,Advanced
10,10,10,0,0,84,52,5,5667,Advanced
0,0,0,0,0,42,38,2,5360,Advanced
0,0,0,0,0,30,28,1,4440,Advanced
0,0,0,0,0,134,89,28,5220,Advanced
0,0,0,0,0,28,30,1,4885,Advanced
10,10,10,0,0,18,34,2,5329,Advanced
10,10,10,0,0,52,34,1,5040,Advanced
10,10,10,0,0,123,75,19,5000,Advanced
0,0,0,0,0,19,21,3,4804,Advanced
10,10,10,0,0,121,76,22,3793,Advanced
30,30,30,10,0,45,40,7,5522,Advanced
19,19,19,10,0,39,37,2,5214,Advanced
30,30,30,0,0,15,18,1,5086,Advanced
8,8,8,0,0,46,49,3,5250,Advanced
0,0,0,0,0,51,46,7,4246,Advanced
0,0,0,0,0,62,41,4,5897,Advanced
0,0,0,0,0,37,35,2,5869,Advanced
20,20,20,0,0,111,73,14,5861,Advanced
0,0,0,0,0,38,35,5,5382,Advanced
20,20,20,10,0,138,70,12,5210,Advanced
0,0,0,0,0,80,47,7,4861,Advanced
10,10,10,0,0,44,33,3,4888,Advanced
10,10,10,0,0,12,16,2,3998,Advanced
0,0,0,0,0,39,35,3,6005,Advanced
0,0,0,0,0,36,31,6,5982,Advanced
0,0,0,0,0,37,31,4,5386,Advanced
10,10,10,0,0,45,37,10,5696,Advanced
10,10,10,0,0,59,36,7,5527,Advanced
0,0,0,0,0,52,38,6,5265,Advanced
10,10,10,10,0,76,53,6,4779,Advanced
0,0,0,0,0,72,50,10,4027,Advanced
0,0,0,0,0,81,58,9,5980,Advanced
10,10,10,0,0,36,45,5,5410,Advanced
10,10,10,0,0,77,56,9,4897,Advanced
0,0,0,0,0,34,26,6,4897,Advanced
70,70,70,10,0,33,22,1,4092,Advanced
40,40,40,0,0,95,58,7,5983,Advanced
10,10,10,0,0,94,68,16,5462,Advanced
0,0,0,0,0,113,60,17,4105,Advanced
20,20,20,0,0,92,51,14,3899,Advanced
0,0,0,0,0,193,109,31,5415,Advanced
10,10,10,0,0,73,57,11,5407,Advanced
50,50,50,0,0,8,17,3,5090,Advanced
10,10,10,0,0,57,31,4,2891,Advanced
20,20,20,0,0,21,27,4,5998,Advanced
0,0,0,0,0,24,20,2,5984,Advanced
0,0,0,0,0,51,33,5,5513,Advanced
50,50,50,10,0,37,32,7,5497,Advanced
10,10,10,0,0,51,32,2,5172,Advanced
0,0,0,0,0,135,86,21,4442,Advanced
0,0,0,0,0,53,34,4,5027,Advanced
10,10,10,0,0,91,66,17,4826,Advanced
10,10,10,0,0,29,30,1,5985,Advanced
0,0,0,0,0,43,38,3,5847,Advanced
0,0,0,0,0,52,44,5,5575,Advanced
0,0,0,0,0,91,71,18,4866,Advanced
0,0,0,0,0,50,37,6,4723,Advanced
10,10,10,0,0,95,68,11,5630,Advanced
10,10,10,10,0,93,70,18,5330,Advanced
40,40,40,0,0,83,45,7,3888,Advanced
8,8,8,0,0,56,41,3,3432,Advanced
0,0,0,0,0,16,25,2,5974,Advanced
6,6,6,0,0,90,53,9,5207,Advanced
20,20,20,10,0,78,60,7,3904,Advanced
10,10,10,0,0,111,66,22,2939,Advanced
20,20,20,0,0,43,34,1,5507,Advanced
10,10,10,0,0,36,38,2,5202,Advanced
30,30,30,0,0,136,79,18,3630,Advanced
50,50,50,0,0,55,40,12,3319,Advanced
0,0,0,0,0,80,60,11,5744,Advanced
20,20,20,0,0,64,41,5,5420,Advanced
10,10,10,0,0,63,53,9,5206,Advanced
10,10,10,0,0,35,25,3,5045,Advanced
20,20,20,10,0,75,48,8,5894,Advanced
10,10,10,0,0,51,30,2,4337,Beginner
0,0,0,0,0,45,27,1,3890,Beginner
20,20,20,0,0,56,33,8,3816,Beginner
12,12,12,0,0,33,29,3,3276,Beginner
20,20,20,0,0,34,21,2,3037,Beginner
50,50,50,10,0,43,30,11,2986,Beginner
10,10,10,0,0,40,24,4,2748,Beginner
10,10,10,0,0,22,26,3,5632,Beginner
0,0,0,0,0,43,43,11,5535,Beginner
30,30,30,10,0,16,24,1,5534,Beginner
0,0,0,0,0,55,36,1,5487,Beginner
0,0,0,0,0,47,35,7,5482,Beginner
0,0,0,0,0,33,28,4,5456,Beginner
10,10,10,0,0,27,25,5,5393,Beginner
0,0,0,0,0,43,29,4,5316,Beginner
0,0,0,0,0,6,17,3,5254,Beginner
0,0,0,0,0,30,21,0,4794,Beginner
0,0,0,0,0,63,43,5,4742,Beginner
0,0,0,0,0,27,26,4,4658,Beginner
10,10,10,10,10,24,24,2,4641,Beginner
0,0,0,0,0,32,27,10,4636,Beginner
10,10,10,10,0,46,28,1,4433,Beginner
0,0,0,0,0,4,12,2,4370,Beginner
0,0,0,0,0,95,48,11,4024,Beginner
0,0,0,0,0,45,28,6,4022,Beginner
20,20,20,0,0,13,14,1,3857,Beginner
10,10,10,0,0,104,58,10,3790,Beginner
0,0,0,0,0,4,12,2,3703,Beginner
30,30,30,0,0,45,29,6,3669,Beginner
0,0,0,0,0,23,15,2,3617,Beginner
0,0,0,0,0,22,13,2,2799,Beginner
10,10,10,0,0,23,12,2,1382,Beginner
10,10,10,0,0,25,24,1,5938,Beginner
0,0,0,0,0,15,24,1,5871,Beginner
10,10,10,0,0,27,27,8,5682,Beginner
0,0,0,0,0,23,22,1,5281,Beginner
10,10,10,0,0,49,34,2,5072,Beginner
0,0,0,0,0,33,19,1,5024,Beginner
0,0,0,0,0,44,29,3,4870,Beginner
10,10,10,0,0,14,23,1,4762,Beginner
0,0,0,0,0,31,24,5,4761,Beginner
0,0,0,0,0,10,16,3,4683,Beginner
20,20,20,0,0,67,31,4,4657,Beginner
0,0,0,0,0,25,26,1,4647,Beginner
11,11,11,0,0,24,19,1,4220,Beginner
0,0,0,0,0,18,16,1,4151,Beginner
0,0,0,0,0,15,19,5,4041,Beginner
10,10,10,0,0,36,26,3,4026,Beginner
0,0,0,0,0,23,17,2,3834,Beginner
0,0,0,0,0,20,16,1,3770,Beginner
0,0,0,0,0,19,17,3,3090,Beginner
0,0,0,0,0,23,26,3,5993,Beginner
0,0,0,0,0,17,26,4,5906,Beginner
0,0,0,0,0,29,32,8,5717,Beginner
0,0,0,0,0,53,37,3,5591,Beginner
0,0,0,0,0,58,32,3,5470,Beginner
0,0,0,0,0,11,21,2,5397,Beginner
0,0,0,0,0,46,35,3,5234,Beginner
122,122,122,0,0,24,21,0,5079,Beginner
50,50,50,0,0,6,17,3,5008,Beginner
20,20,20,0,0,46,37,10,4615,Beginner
0,0,0,0,0,35,32,7,4611,Beginner
10,10,10,0,0,34,32,1,4602,Beginner
0,0,0,0,0,31,28,2,4523,Beginner
10,10,10,0,0,16,19,3,4255,Beginner
0,0,0,0,0,20,20,3,4161,Beginner
0,0,0,0,0,18,14,1,3965,Beginner
10,10,10,0,0,8,13,2,3954,Beginner
0,0,0,0,0,23,17,1,3884,Beginner
0,0,0,0,0,2,12,1,3859,Beginner
10,10,10,0,0,74,47,7,3770,Beginner
20,20,20,0,0,50,36,8,3520,Beginner
10,10,10,0,0,37,17,0,3502,Beginner
0,0,0,0,0,31,24,5,3485,Beginner
50,50,50,10,0,11,12,1,2707,Beginner
40,40,40,0,0,3,8,2,2205,Beginner
0,0,0,0,0,31,28,1,6027,Beginner
10,10,10,0,0,33,32,1,6000,Beginner
0,0,0,0,0,12,21,2,5947,Beginner
10,10,10,0,0,18,23,3,5745,Beginner
0,0,0,0,0,12,23,1,5597,Beginner
0,0,0,0,0,24,27,1,5536,Beginner
0,0,0,0,0,74,56,12,5524,Beginner
0,0,0,0,0,18,20,2,5465,Beginner
0,0,0,0,0,60,39,7,5290,Beginner
10,10,10,0,0,20,16,0,5141,Beginner
10,10,10,0,0,74,48,9,5049,Beginner
0,0,0,0,0,17,20,0,5048,Beginner
10,10,10,0,0,43,38,5,4809,Beginner
0,0,0,0,0,24,24,3,4436,Beginner
20,20,20,10,0,32,29,0,4407,Beginner
0,0,0,0,0,45,27,1,4406,Beginner
0,0,0,0,0,28,24,6,4371,Beginner
10,10,10,0,0,8,17,1,5234,Beginner
0,0,0,0,0,42,32,4,4280,Beginner
0,0,0,0,0,17,20,2,4205,Beginner
20,20,20,10,0,30,28,4,4696,Advanced
0,0,0,0,0,36,24,1,4420,Advanced
18,18,18,0,0,29,24,2,4307,Advanced
30,30,30,0,0,38,25,4,4197,Advanced
10,10,10,0,0,43,38,8,5826,Advanced
10,10,10,0,0,30,29,7,5640,Advanced
0,0,0,0,0,57,36,4,4984,Advanced
0,0,0,0,0,38,24,5,4291,Advanced
0,0,0,0,0,31,22,1,3216,Advanced
333,333,333,10,0,10,3,2,649,Advanced
0,0,0,0,0,36,31,2,5943,Advanced
0,0,0,0,0,13,16,3,4487,Advanced
30,30,30,10,0,20,19,1,3667,Advanced
10,10,10,0,0,19,17,3,3320,Advanced
20,20,20,0,0,69,47,4,5921,Advanced
10,10,10,10,0,58,42,7,5789,Advanced
0,0,0,0,0,51,34,3,5563,Advanced
0,0,0,0,0,32,29,5,5241,Advanced
0,0,0,0,0,58,28,3,5081,Advanced
0,0,0,0,0,50,54,2,4834,Advanced
0,0,0,0,0,42,30,2,5983,Advanced
0,0,0,0,0,22,30,4,5947,Advanced
10,10,10,0,0,48,39,11,5904,Advanced
20,20,20,10,0,42,32,4,5764,Advanced
10,10,10,0,0,46,36,6,5567,Advanced
10,10,10,0,0,44,33,1,5315,Advanced
0,0,0,0,0,49,40,3,5050,Advanced
10,10,10,0,0,50,35,3,4881,Advanced
10,10,10,0,0,41,30,5,4451,Advanced
0,0,0,0,0,23,23,2,4371,Advanced
0,0,0,0,0,46,29,1,4100,Advanced
0,0,0,0,0,18,16,1,3497,Advanced
0,0,0,0,0,36,16,3,2195,Advanced
0,0,0,0,0,90,66,12,5949,Advanced
0,0,0,0,0,28,31,3,5705,Advanced
0,0,0,0,0,38,31,1,5613,Advanced
0,0,0,0,0,43,31,7,5141,Advanced
0,0,0,0,0,90,47,11,4879,Advanced
0,0,0,0,0,51,30,2,4399,Advanced
0,0,0,0,0,87,44,12,2748,Advanced
10,10,10,0,0,43,42,6,5987,Advanced
0,0,0,0,0,45,36,4,5924,Advanced
0,0,0,0,0,30,28,4,5667,Advanced
0,0,0,0,0,44,40,5,4934,Advanced
0,0,0,0,0,62,43,13,4477,Advanced
0,0,0,0,0,43,35,2,5726,Advanced
0,0,0,0,0,63,48,12,5178,Advanced
10,10,10,0,0,58,37,7,4998,Advanced
12,12,12,0,0,64,41,5,4722,Advanced
10,10,10,0,0,50,35,4,4313,Advanced
19,19,19,0,0,29,19,2,4203,Advanced
0,0,0,0,0,55,49,11,5982,Advanced
0,0,0,0,0,42,36,2,5981,Advanced
0,0,0,0,0,26,26,2,5837,Advanced
0,0,0,0,0,22,16,2,4535,Advanced
30,30,30,0,0,46,35,5,4176,Advanced
0,0,0,0,0,36,37,3,6017,Advanced
12,12,12,0,0,111,64,15,5036,Advanced
10,10,10,0,0,60,42,4,4609,Advanced
10,10,10,0,0,29,15,1,4251,Advanced
10,10,10,0,0,28,19,3,3954,Advanced
0,0,0,0,0,20,13,2,3122,Advanced
0,0,0,0,0,36,16,1,2315,Advanced
10,10,10,0,0,58,42,8,5984,Advanced
0,0,0,0,0,36,22,2,5557,Advanced
10,10,10,0,0,16,15,5,3987,Advanced
0,0,0,0,0,109,58,10,3936,Advanced
10,10,10,0,0,13,16,1,3604,Advanced
30,30,30,0,0,16,25,1,3444,Advanced
0,0,0,0,0,75,24,3,3014,Advanced
0,0,0,0,0,52,34,7,5999,Advanced
0,0,0,0,0,61,49,8,5872,Advanced
0,0,0,0,0,22,26,3,5018,Advanced
0,0,0,0,0,38,25,1,4746,Advanced
0,0,0,0,0,50,33,2,4699,Advanced
20,20,20,0,0,31,24,3,3750,Advanced
0,0,0,0,0,20,18,2,3391,Advanced
0,0,0,0,0,38,36,4,5724,Advanced
10,10,10,0,0,22,30,2,5401,Advanced
30,30,30,0,0,30,32,2,5247,Advanced
0,0,0,0,0,76,52,13,5074,Advanced
0,0,0,0,0,76,46,6,5095,Advanced
10,10,10,0,0,59,36,9,4840,Advanced
0,0,0,0,0,25,22,1,4205,Advanced
50,50,50,0,0,18,21,5,4110,Advanced
0,0,0,0,0,55,36,6,3879,Advanced
40,40,40,0,0,58,43,4,3714,Advanced
50,50,50,0,0,65,48,3,5628,Advanced
10,10,10,0,0,41,31,3,5069,Advanced
0,0,0,0,0,41,29,2,5057,Advanced
0,0,0,0,0,56,34,3,4919,Advanced
0,0,0,0,0,73,50,7,4842,Advanced
0,0,0,0,0,39,29,3,4766,Advanced
10,10,10,0,0,42,36,4,4741,Advanced
10,10,10,10,0,47,32,3,4636,Advanced
40,40,40,0,0,50,32,8,4599,Advanced
40,40,40,10,0,59,31,3,3005,Advanced
10,10,10,0,0,29,22,2,4711,Beginner
0,0,0,0,0,18,23,3,4703,Beginner
0,0,0,0,0,41,25,2,4553,Beginner
0,0,0,0,0,34,29,1,4501,Beginner
10,10,10,0,0,30,23,1,4435,Beginner
0,0,0,0,0,63,34,4,4345,Beginner
0,0,0,0,0,8,14,1,4194,Beginner
10,10,10,0,0,24,21,6,4141,Beginner
0,0,0,0,0,37,27,2,3959,Beginner
10,10,10,0,0,26,19,0,3884,Beginner
0,0,0,0,0,53,37,1,3881,Beginner
20,20,20,0,0,17,18,1,3856,Beginner
20,20,20,10,0,11,11,2,3134,Beginner
0,0,0,0,0,11,18,1,3107,Beginner
0,0,0,0,0,21,19,1,3053,Beginner
20,20,20,0,0,9,11,2,2941,Beginner
10,10,10,0,0,6,20,2,6009,Beginner
20,20,20,0,0,10,22,2,5985,Beginner
0,0,0,0,0,24,20,0,5980,Beginner
0,0,0,0,0,43,29,4,5934,Beginner
0,0,0,0,0,10,19,2,5466,Beginner
0,0,0,0,0,107,64,11,5438,Beginner
10,10,10,0,0,2,16,1,5434,Beginner
0,0,0,0,0,20,18,1,5108,Beginner
10,10,10,0,0,32,26,2,5044,Beginner
0,0,0,0,0,50,30,3,5043,Beginner
0,0,0,0,0,54,41,3,4773,Beginner
0,0,0,0,0,23,25,3,4702,Beginner
0,0,0,0,0,75,44,9,4576,Beginner
10,10,10,0,0,56,36,4,4477,Beginner
0,0,0,0,0,37,23,2,4430,Beginner
10,10,10,0,0,34,24,4,4387,Beginner
0,0,0,0,0,36,24,3,4239,Beginner
8,8,8,0,0,38,25,4,4104,Beginner
10,10,10,0,0,57,31,5,3924,Beginner
0,0,0,0,0,79,49,8,3874,Beginner
0,0,0,0,0,73,35,9,3617,Beginner
10,10,10,0,0,40,32,1,3613,Beginner
30,30,30,0,0,18,8,0,2495,Beginner
0,0,0,0,0,48,35,6,5761,Beginner
0,0,0,0,0,12,21,2,5446,Beginner
10,10,10,0,0,56,31,5,5309,Beginner
0,0,0,0,0,47,32,0,5268,Beginner
0,0,0,0,0,78,54,7,5004,Beginner
0,0,0,0,0,33,27,2,4882,Beginner
0,0,0,0,0,67,41,8,4822,Beginner
0,0,0,0,0,27,30,3,4759,Beginner
0,0,0,0,0,16,19,1,4671,Beginner
10,10,10,0,0,75,39,8,4651,Beginner
0,0,0,0,0,32,29,8,4549,Beginner
0,0,0,0,0,22,28,1,4516,Beginner
0,0,0,0,0,26,30,0,4514,Beginner
0,0,0,0,0,43,37,1,4478,Beginner
0,0,0,0,0,39,31,1,4463,Beginner
10,10,10,0,0,64,39,6,4441,Beginner
0,0,0,0,0,85,41,4,4322,Beginner
10,10,10,10,0,42,32,5,4096,Beginner
10,10,10,0,0,26,16,3,2956,Beginner
20,20,20,0,0,14,10,2,2630,Beginner
0,0,0,0,0,49,29,2,5980,Beginner
0,0,0,0,0,12,24,1,5795,Beginner
0,0,0,0,0,44,37,3,5690,Beginner
10,10,10,0,0,110,63,14,5633,Beginner
20,20,20,0,0,37,38,2,5257,Beginner
0,0,0,0,0,44,33,6,5133,Beginner
0,0,0,0,0,47,28,5,5106,Beginner
10,10,10,0,0,46,30,3,4988,Beginner
0,0,0,0,0,30,25,1,4791,Beginner
0,0,0,0,0,23,19,2,4714,Beginner
20,20,20,0,0,49,36,13,4637,Beginner
0,0,0,0,0,10,15,1,4555,Beginner
10,10,10,0,0,49,31,6,3764,Beginner
0,0,0,0,0,38,20,2,3612,Beginner
0,0,0,0,0,15,11,1,3330,Beginner
20,20,20,0,0,34,15,2,3330,Beginner
0,0,0,0,0,38,23,1,3304,Beginner
0,0,0,0,0,19,14,1,3281,Beginner
30,30,30,0,0,27,23,2,3061,Beginner
20,20,20,0,0,43,15,1,2409,Beginner
10,10,10,0,0,8,8,1,2301,Beginner
0,0,0,0,0,41,30,3,5850,Beginner
0,0,0,0,0,76,46,7,5794,Beginner
0,0,0,0,0,23,21,1,5501,Beginner
0,0,0,0,0,22,21,0,5252,Beginner
30,30,30,0,0,20,22,2,5213,Beginner
0,0,0,0,0,80,50,9,5127,Beginner
0,0,0,0,0,26,25,2,5065,Beginner
0,0,0,0,0,26,26,3,5027,Beginner
0,0,0,0,0,75,47,10,4930,Beginner
0,0,0,0,0,34,26,0,4914,Beginner
10,10,10,10,0,21,27,1,4889,Beginner
20,20,20,0,0,83,46,9,4861,Beginner
10,10,10,10,0,44,30,2,4758,Beginner
10,10,10,0,0,56,24,3,4696,Beginner
40,40,40,10,0,30,27,1,4657,Beginner
0,0,0,0,0,39,25,3,4581,Beginner
30,30,30,10,0,67,35,9,4513,Beginner
10,10,10,0,0,53,43,7,5047,Intermediate
0,0,0,0,0,66,40,8,4989,Intermediate
0,0,0,0,0,112,60,8,4968,Intermediate
0,0,0,0,0,18,16,2,4664,Intermediate
0,0,0,0,0,7,14,2,4607,Intermediate
10,10,10,0,0,55,27,4,4487,Intermediate
0,0,0,0,0,89,56,9,4455,Intermediate
0,0,0,0,0,39,42,1,4255,Intermediate
45,45,45,0,0,42,24,2,4136,Intermediate
0,0,0,0,0,14,16,1,3174,Intermediate
0,0,0,0,0,7,10,3,2892,Intermediate
0,0,0,0,0,55,35,4,5984,Intermediate
0,0,0,0,0,42,27,2,5800,Intermediate
0,0,0,0,0,50,29,3,5785,Intermediate
0,0,0,0,0,26,29,2,5508,Intermediate
20,20,20,0,0,71,48,10,5472,Intermediate
